,Course,Course Prefix,Course Suffix,Department,First Begin Time,First Days,First End Time,First Instructor,First Instructor UID,First Room,Link,Max Units,Min Units,Mode,Reg Count,Seats,Second Begin Time,Second Days,Second End Time,Second Instructor,Second Instructor UID,Second Room,Section,Session,Term,Title
1406,,GSBA,562B,,08:50:00,FS,16:30:00,"Delvecchio, Gene",7463971472.0,JKP,,10.0,10.0,C,73,80,,,,"Logan, David",6257931545.0,,15906,312,20161,Management of Operations
1407,,GSBA,563A,,08:50:00,FS,16:30:00,"Bhambri, Arvind",7043326967.0,JKP,,2.0,2.0,C,73,80,,,,"Rajagopalan, Sampath",1816926825.0,,15912,628,20161,Technology and Information Systems Management
1408,,GSBA,572B,,08:50:00,FS,16:30:00,"Bhambri, Arvind",7043326967.0,JKP,,8.0,8.0,C,73,80,,,,"Campbell, Tim, S",1928126146.0,,15961,605,20161,Strategic Planning for Growth
1409,,GSBA,573A,,08:50:00,FS,16:30:00,"Blumenthal, Judith, F",5282542883.0,JKP,,5.0,5.0,C,73,80,,,,"Bresnahan, Chris",6269702777.0,,15963,668,20161,Managing Strategic Change and Implementation
1410,,GSBA,528,,18:00:00,M,22:00:00,"Kovacevich, Rex, Alan",9504248252.0,,,3.0,3.0,C,74,75,,,,,,,15725,869,20161,Marketing Management
1411,,ECON,351,,08:00:00,TH,09:50:00,"Akbulut, Rahsan",5755683985.0,HOH EDI,,4.0,4.0,C,74,76,,,,,,,26348,1,20161,Microeconomics for Business
1412,,BUAD,306,,14:00:00,TH,15:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,JKP112,,4.0,4.0,CL,74,77,,,,,,,14781,1,20161,Business Finance
1413,,FBE,429,,14:00:00,TH,15:50:00,"Fields, Kerry",6109971750.0,HOH EDI,,4.0,4.0,C,74,77,,,,,,,15335,1,20161,International Business Law
1414,,GSBA,506B,,18:00:00,M,22:00:00,"Ansari, Arif",7243588029.0,,,1.5,1.5,C,75,75,,,,,,,15545,865,20161,Applied Managerial Statistics
1415,,GSBA,580B,,11:00:00,MTWH,12:20:00,"Hiatt, Shon",1576148019.0,JKP212,,1.5,1.5,C,75,75,,,,,,,15616,747,20161,The Global Context of Business
1416,,GSBA,580A,,11:00:00,MTWH,12:20:00,"Chen, Baizhu",2777674067.0,JKP212,,1.5,1.5,C,75,75,,,,,,,15710,745,20161,The Global Context of Business
1417,,FBE,560,,15:30:00,TH,16:50:00,"Hoberg, Gerard",9914774836.0,JKP210,,3.0,3.0,C,75,77,,,,,,,15447,33,20161,Mergers and Acquisitions
1418,,GSBA,548,,18:00:00,W,22:00:00,"Gorbenko, Alexander",2208763764.0,,,3.0,3.0,C,76,76,,,,,,,15838,413,20161,Corporate Finance
1419,,BUAD,306,,16:00:00,TH,17:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,JKP112,,4.0,4.0,CL,76,77,,,,,,,14783,1,20161,Business Finance
1420,,FBE,421,,16:00:00,TH,17:50:00,"Abrams, Scott",8552622973.0,JKP110,,4.0,4.0,C,76,77,,,,,,,15325,1,20161,Financial Analysis and Valuation
1421,,FBE,421,,12:00:00,MW,13:50:00,"Plotts, Julia, Gardner",5811107956.0,JKP110,,4.0,4.0,C,76,77,,,,,,,15326,1,20161,Financial Analysis and Valuation
1422,,GSBA,580B,,09:30:00,MTWH,10:50:00,"Hiatt, Shon",1576148019.0,JKP212,,1.5,1.5,C,77,77,,,,,,,15615,747,20161,The Global Context of Business
1423,,GSBA,580A,,09:30:00,MTWH,10:50:00,"Chen, Baizhu",2777674067.0,JKP212,,1.5,1.5,C,77,77,,,,,,,15709,745,20161,The Global Context of Business
1424,,MOR,588,,18:30:00,M,21:30:00,"Bhambri, Arvind",7043326967.0,JKP112,,1.5,1.5,C,77,77,,,,,,,16720,411,20161,Corporate Strategy and Competitive Dynamics
1425,,ACCT,473,,,F,,"Layton, Rose, M",7491812454.0,,,0.0,0.0,D,81,135,,,,,,,14138,442,20161,Financial Statement Auditing
1426,,BUAD,102,,10:00:00,F,11:50:00,"Voigt, Carl, W",8225711264.0,ZHS159,,2.0,2.0,C,82,95,,,,"Harrington, Katharine",7367729285.0,,14474,1,20161,Global Leadership Seminar
1427,,FBE,427,,16:00:00,MW,17:50:00,"Fields, Kevin, Clark",1822349861.0,MHP106,,4.0,4.0,C,84,86,,,,,,,15330,1,20161,Real Estate Law
1428,,FBE,403,,10:00:00,MW,11:50:00,"Fields, Kevin, Clark",1822349861.0,HOH EDI,,4.0,4.0,C,84,87,,,,,,,15320,1,20161,Introduction to the Legal Environment of Business
1429,,ECON,203,,15:30:00,TH,16:45:00,"Giri, Rahul",7949071733.0,THH102,A,4.0,4.0,C,87,100,,,,,,,26000,1,20161,Principles of Microeconomics
1430,,BUAD,100,,16:00:00,MW,17:50:00,"Wang, Shiing-Wu",7876020314.0,SAL101,,2.0,2.0,C,90,160,,,,,,,14470,928,20161,Foundations of Finance and Accounting
1431,,ACCT,372,,12:00:00,F,13:45:00,"Tinseth, Andrew",5736473075.0,HOH EDI,,0.0,0.0,L,92,150,,,,,,,14053,442,20161,Internal Reporting Issues
1432,,ECON,203,,14:00:00,TH,15:15:00,"Pizzati, Lodovico",8563092396.0,THH102,B,4.0,4.0,C,94,101,,,,,,,26001,1,20161,Principles of Microeconomics
1433,,ECON,205,,14:00:00,MW,15:15:00,"Giri, Rahul",7949071733.0,OHE122,D,4.0,4.0,C,99,103,,,,,,,26044,1,20161,Principles of Macroeconomics
1434,,ACCT,373,,12:00:00,F,13:45:00,"Layton, Rose, M",7491812454.0,HOH EDI,,0.0,0.0,D,101,150,,,,,,,14058,431,20161,Introduction to Auditing and Assurance Services
1435,,ACCT,470,,14:00:00,F,15:50:00,,,HOH EDI,,0.0,0.0,D,111,125,,,,,,,14118,1,20161,Advanced External Financial Reporting Issues
1436,,BUAD,310,,16:40:00,MW,17:50:00,"Fygenson, Mendel",8425162280.0,HOH EDI,C,4.0,4.0,C,112,205,,,,,,,14896,1,20161,Applied Business Statistics
1437,,BUAD,310,,18:00:00,MW,19:10:00,"Tong, Xin",1250181792.0,HOH EDI,D,4.0,4.0,C,114,140,,,,,,,14919,1,20161,Applied Business Statistics
1438,,ACCT,430,,10:30:00,F,11:50:00,"Cerling, Lee",3439925032.0,OFFICE,,0.0,0.0,D,131,150,,,,"Smith, Lori, L",6969639145.0,,14147,1,20161,Accounting Ethics
1439,,ACCT,530,,10:30:00,F,11:50:00,"Smith, Lori, L",6969639145.0,,A,0.0,0.0,L,142,180,,,,"Smith, Gary",5321616964.0,,14211,1,20161,Ethics for Professional Accountants
1440,,ACCT,371,,10:00:00,F,11:50:00,"Porter, Leslie, Robert",2447845087.0,,,0.0,0.0,D,159,170,,,,,,,14044,1,20161,Introduction to Accounting Systems
1441,,ACCT,370,,10:00:00,F,11:50:00,"Hopkins, Merle, W",3783353564.0,HOH EDI,A,0.0,0.0,D,164,170,,,,,,,14029,1,20161,External Financial Reporting Issues
1442,,BUAD,307,,12:00:00,M,13:50:00,"Perner, Lars, Erik",8416410068.0,HOH EDI,J,4.0,4.0,C,179,183,,,,,,,14800,1,20161,Marketing Fundamentals
1443,,BUAD,307,,12:00:00,T,13:50:00,"Yang, Botao",1678848116.0,HOH EDI,L,4.0,4.0,C,183,184,,,,,,,14824,1,20161,Marketing Fundamentals
1444,,BUAD,310,,15:20:00,MW,16:30:00,"Tong, Xin",1250181792.0,HOH EDI,B,4.0,4.0,C,185,200,,,,,,,14889,1,20161,Applied Business Statistics
1445,,BUAD,307,,12:00:00,H,13:50:00,"Burgos, Miriam, T",6523584308.0,HOH EDI,M,4.0,4.0,C,191,192,,,,,,,14836,1,20161,Marketing Fundamentals
1446,,BUAD,307,,12:00:00,W,13:50:00,"Kalb, Ira, S",9646919618.0,HOH EDI,K,4.0,4.0,C,192,196,,,,,,,14812,1,20161,Marketing Fundamentals
1447,,BUAD,310,,14:00:00,MW,15:10:00,"Rogers, Philip",7916490198.0,HOH EDI,A,4.0,4.0,C,196,200,,,,,,,14882,1,20161,Applied Business Statistics
1448,,BAEP,470,,18:00:00,W,19:50:00,"Belasco, David",4104938639.0,SAL101,,2.0,2.0,C,251,263,,,,,,,14394,1,20161,The Entrepreneurial Mindset- Taking the Leap
1449,ACCT-525,ACCT,525,ACCT,08:00:00,MTWHF,17:45:00,"Smith, Lori, L",6969639145.0,,,15.0,15.0,C,0,25,,,,,,,14192,418,20162,Intensive Accounting Principles and Practices
1450,ACCT-550T,ACCT,550T,ACCT,17:00:00,M,18:00:00,"Comi, Diane",7147248862.0,ONLINE,,3.0,3.0,C,0,38,,,,,,,14219,153,20162,Tax Research and Professional Responsibilities
1451,ACCT-562,ACCT,562,ACCT,18:00:00,W,22:00:00,"Jackson, Cecil, W",9968252892.0,,,1.5,1.5,C,0,40,18:00:00,W,22:00:00,,,,14244,415,20162,Methods and Motivations of Financial Reporting Fraud
1452,BUAD-306,BUAD,306,FBE,12:00:00,TH,14:30:00,,,,,4.0,4.0,CL,0,1,,,,,,,14786,58,20162,Business Finance
1453,BUAD-490,BUAD,490,UG Programs,,,,"McHale, Maureen",6110914526.0,OFFICE,,8.0,1.0,C,0,20,,,,,,,15060,58,20162,Directed Research
1454,BUAD-495,BUAD,495,UG Programs,,,,"Siemer, Jennifer",1578944030.0,,,1.0,1.0,C,0,25,,,,,,,15084,58,20162,Practicum in Business Issues (Internship)
1455,BUAD-495,BUAD,495,UG Programs,,,,"Siemer, Jennifer",1578944030.0,,,1.0,1.0,C,0,25,,,,,,,15083,51,20162,Practicum in Business Issues (Internship)
1456,BUAD-495,BUAD,495,UG Programs,,,,"Waldeck, Molly, Mockovak",9308502969.0,,,1.0,1.0,C,0,25,,,,,,,15081,58,20162,Practicum in Business Issues (Internship)
1457,DSO-528,DSO,528,DSO,18:00:00,TH,21:10:00,"Ansari, Arif",7243588029.0,,,3.0,3.0,C,0,1,,,,,,,16276,411,20162,"Data Warehousing, Business Intelligence, and Data Mining"
1458,DSO-528,DSO,528,DSO,18:00:00,T,22:00:00,,,,,3.0,3.0,C,0,52,,,,,,,16274,33,20162,"Data Warehousing, Business Intelligence, and Data Mining"
1459,DSO-528,DSO,528,DSO,18:00:00,T,22:00:00,,,JKP104,,3.0,3.0,C,0,52,,,,,,,16275,640,20162,"Data Warehousing, Business Intelligence, and Data Mining"
1460,DSO-590,DSO,590,DSO,,,,,,OFFICE,,3.0,1.0,C,0,10,,,,,,,16286,33,20162,Directed Research
1461,DSO-593,DSO,593,DSO,,,,,,OFFICE,,3.0,0.5,C,0,10,,,,,,,16290,33,20162,Independent Research in Data Sciences or Operations
1462,DSO-596,DSO,596,DSO,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,16294,33,20162,Research Practicum in Data Sciences or Operations
1463,DSO-597,DSO,597,DSO,,,,,,OFFICE,,3.0,0.5,C,0,10,,,,,,,16296,33,20162,Consulting Project in Data Sciences or Operations
1464,FBE-495,FBE,495,FBE,,,,,,OFFICE,,1.0,1.0,C,0,10,,,,,,,15385,58,20162,Practicum in Business Issues (Internship)
1465,FBE-498,FBE,498,FBE,,,,,,OFFICE,,2.0,1.0,C,0,10,,,,,,,15386,58,20162,Business Field Project (Undergraduate)
1466,FBE-592,FBE,592,FBE,,,,,,OFFICE,,4.0,0.5,C,0,10,,,,,,,15477,33,20162,Field Research in Finance or Business Economics
1467,FBE-595,FBE,595,FBE,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,15481,33,20162,Internship in Finance or Business Economics
1468,FBE-596,FBE,596,FBE,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,15493,33,20162,Research Practicum in Finance or Business Economics
1469,FBE-597,FBE,597,FBE,,,,,,OFFICE,,5.0,0.5,C,0,10,,,,,,,15485,33,20162,Consulting Project in Finance or Business Economics
1470,GSBA-520,GSBA,520,G Programs,,,,"Burgos, Miriam, T",6523584308.0,ONLINE,,3.0,3.0,C,0,1,,,,"Dasu, Sriram",1883259870.0,,15653,372,20162,Business Fundamentals for Non-Business Professionals
1471,GSBA-595,GSBA,595,G Programs,,,,,,,,1.0,1.0,C,0,40,,,,,,,16099,742,20162,Internship in Business
1472,GSBA-790,GSBA,790,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,6.0,1.0,C,0,15,,,,,,,16119,33,20162,Research
1473,GSBA-794A,GSBA,794A,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,2.0,2.0,C,0,15,,,,,,,16125,33,20162,Doctoral Dissertation
1474,GSBA-794B,GSBA,794B,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,2.0,2.0,C,0,20,,,,,,,16126,33,20162,Doctoral Dissertation
1475,GSBA-794C,GSBA,794C,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,2.0,2.0,C,0,20,,,,,,,16127,33,20162,Doctoral Dissertation
1476,GSBA-794D,GSBA,794D,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,2.0,2.0,C,0,20,,,,,,,16128,33,20162,Doctoral Dissertation
1477,GSBA-794Z,GSBA,794Z,G Programs,,,,"James, Gareth",2438348823.0,OFFICE,,0.0,0.0,C,0,20,,,,,,,16129,33,20162,Doctoral Dissertation
1478,MKT-597,MKT,597,MKT,,,,"Frazier, Gary, Lee",2577227325.0,OFFICE,,5.0,1.0,C,0,10,,,,,,,16564,33,20162,Consulting Project in Marketing
1479,MOR-590,MOR,590,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,12.0,1.0,C,0,10,,,,,,,16770,33,20162,Directed Research
1480,MOR-592,MOR,592,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,4.0,0.5,C,0,10,,,,,,,16772,33,20162,Field Research in Management and Organization
1481,MOR-595,MOR,595,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,2.0,0.5,C,0,10,,,,,,,16776,33,20162,Internship in Management and Organization
1482,MOR-596,MOR,596,MOR,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,16778,33,20162,Research Practicum in Management and Organization
1483,MOR-597,MOR,597,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,5.0,1.5,C,0,10,,,,,,,16780,33,20162,Consulting Project in Management and Organization
1484,MOR-790,MOR,790,MOR,,,,,,OFFICE,,12.0,1.0,C,0,10,,,,,,,16799,33,20162,Research
1485,,LIM,562,,,,,,,ONLINE,,3.0,3.0,C,10,30,,,,,,,16987,390,20162,Library and Information Technologies
1486,,ACCT,578T,,17:00:00,W,18:00:00,"Werner, Maryanne, Sabido",2477077622.0,ONLINE,,3.0,3.0,C,11,38,,,,,,,14238,153,20162,Advanced Corporate Taxation
1487,,BAEP,552,,18:00:00,W,22:00:00,"Mednick, Steven, Brian",2020359532.0,JKP204,,3.0,3.0,C,11,40,,,,,,,14383,33,20162,Cases in Feasibility Analysis
1488,,LIM,591,,,,,,,ONLINE,,2.0,2.0,C,12,30,,,,,,,16994,390,20162,Research and Professional Applications
1489,,MKT,450,,09:00:00,MW,11:30:00,"Uhalde, Arianna",1295057878.0,ACC312,,4.0,4.0,C,13,20,,,,,,,16508,58,20162,Consumer Behavior and Marketing
1490,,BUAD,285B,,09:00:00,TH,11:30:00,"Tinseth, Andrew",5736473075.0,ACC201,,2.0,2.0,C,13,39,,,,,,,14520,53,20162,"Accounting Fundamentals, Financial and Managerial Accounting"
1491,,GSBA,523T,,18:00:00,W,22:00:00,"Bacci, David",9394816665.0,JKP202,,3.0,3.0,C,14,16,,,,,,,15686,419,20162,Communication for Accounting and Tax Professionals
1492,,LIM,591,,,,,,,ONLINE,,2.0,2.0,C,14,30,,,,,,,16993,390,20162,Research and Professional Applications
1493,,GSBA,537,,17:00:00,TH,19:00:00,"Fields, Kerry",6109971750.0,ONLINE,,8.0,8.0,C,15,16,,,,"Merchant, Ken",8966944525.0,,15769,711,20162,Managing Inside the Firm
1494,,FBE,599,,17:00:00,H,19:00:00,"Fields, Kerry",6109971750.0,ONLINE,,1.5,1.5,C,15,16,,,,,,,15487,711,20162,Special Topics
1495,,WRIT,340,,09:00:00,MW,11:20:00,"Wong, Janna, Robin",6843275153.0,JKP104,,4.0,4.0,C,15,19,,,,,,,66742,58,20162,Advanced Writing
1496,,ECON,317,,14:00:00,TWH,15:50:00,"Rashidian, Manochehr",6582395282.0,KAP166,,4.0,4.0,C,15,27,,,,,,,26094,55,20162,Introduction to Statistics for Economists
1497,,BUAD,302,,12:00:00,MW,14:20:00,"Lee, Lucy V",5975598531.0,ACC201,,4.0,4.0,C,15,28,,,,,,,14677,58,20162,Communication Strategy in Business
1498,,BUAD,286B,,12:00:00,TH,14:30:00,"Tinseth, Andrew",5736473075.0,ACC201,,2.0,2.0,C,15,39,,,,,,,14545,53,20162,"Accounting Fundamentals, Managerial and Financial Accounting"
1499,,LIM,552,,,,,,,ONLINE,,3.0,3.0,C,16,30,,,,,,,16979,390,20162,Strategic Information and Competitive Analysis
1500,,BUCO,637,,09:00:00,MW,15:30:00,"Cerling, Lee",3439925032.0,BRI202,,1.0,1.0,C,17,18,,,,,,,15159,570,20162,Communication for Doctoral Students: Succeeding as a Teacher
1501,,WRIT,340,,09:00:00,TH,11:20:00,"Cerling, Lee",3439925032.0,GFS111,,4.0,4.0,C,17,19,,,,,,,66755,58,20162,Advanced Writing
1502,,WRIT,340,,09:00:00,TH,11:20:00,"Byars, Stephen, Michael",4141823175.0,ACC310,,4.0,4.0,C,17,19,,,,,,,66757,58,20162,Advanced Writing
1503,,BUAD,495,,,,,"Williams, Ellecia",9619919501.0,ONLINE,,1.0,1.0,C,17,30,,,,,,,15127,133,20162,Practicum in Business Issues (Internship)
1504,,WRIT,340,,12:00:00,TH,14:20:00,"Cerling, Lee",3439925032.0,JKP102,,4.0,4.0,C,18,19,,,,,,,66761,58,20162,Advanced Writing
1505,,WRIT,340,,09:00:00,MW,11:20:00,"Warren, Naomi, Irene",8831311485.0,JKP102,,4.0,4.0,C,18,19,,,,,,,66740,58,20162,Advanced Writing
1506,,WRIT,340,,15:00:00,MW,17:20:00,"Lee, Lucy V",5975598531.0,ACC303,,4.0,4.0,C,18,19,,,,,,,66750,58,20162,Advanced Writing
1507,,WRIT,340,,15:00:00,TH,17:20:00,"Byars, Stephen, Michael",4141823175.0,ACC310,,4.0,4.0,C,19,19,,,,,,,66763,58,20162,Advanced Writing
1508,,WRIT,340,,12:00:00,MW,14:20:00,"Hansen, Clark, C",3779971192.0,JKP102,,4.0,4.0,C,19,19,,,,,,,66746,58,20162,Advanced Writing
1509,,GSBA,599,,17:00:00,W,19:00:00,"Kim, Peter, Hochin",9121224455.0,ONLINE,,1.5,1.5,C,19,20,,,,,,,16094,711,20162,Special Topics
1510,,GSBA,535,,17:00:00,MW,19:00:00,"Cardon, Peter",8324180301.0,ONLINE,,8.0,8.0,C,19,20,,,,"Fields, Kerry",6109971750.0,,15764,711,20162,Opportunity Recognition and Implementation
1511,,LIM,501,,,,,,,ONLINE,,3.0,3.0,C,19,30,,,,,,,16952,390,20162,Fundamentals of Library Leadership and Management
1512,,FBE,543,,18:00:00,H,22:00:00,"Safarzadeh, Mohammad, R",6781361705.0,JKP112,,3.0,3.0,C,19,40,,,,,,,15420,33,20162,Forecasting and Risk Analysis
1513,,LIM,502,,,,,,,ONLINE,,3.0,3.0,C,20,30,,,,,,,16962,390,20162,Collection Development and Management
1514,,GSBA,562,,,,,"Bhambri, Arvind",7043326967.0,ONLINE,,11.0,11.0,C,20,35,,,,,,,15909,694,20162,Management of Operations
1515,,ACCT,561T,,18:00:00,T,22:00:00,"Werner, Maryanne, Sabido",2477077622.0,JKP202,,3.0,3.0,C,20,45,,,,,,,14218,419,20162,Income Tax of Corporations and Their Shareholders
1516,,ACCT,567T,,18:00:00,H,22:00:00,"Kling, Gregory",8348094639.0,BRI202,,3.0,3.0,C,21,30,,,,,,,14252,419,20162,Taxation of Transactions in Property
1517,,ECON,305,,09:00:00,MTW,10:50:00,"Swaminathan, Shailender",5218960549.0,KAP145,,4.0,4.0,C,22,30,,,,,,,26088,55,20162,Intermediate Macroeconomic Theory
1518,,GSBA,520,,17:00:00,T,18:20:00,"Burgos, Miriam, T",6523584308.0,ONLINE,,4.0,4.0,C,22,31,,,,"Dasu, Sriram",1883259870.0,,15650,646,20162,Business Fundamentals for Non-Business Professionals
1519,,BUAD,310,,09:00:00,TH,11:25:00,"Fu, Luella",9456698837.0,ACC303,,4.0,4.0,CD,22,40,,,,,,,14884,58,20162,Applied Business Statistics
1520,,GSBA,523T,,17:00:00,H,18:30:00,"Snyder, Kirk, Dylan",5556211303.0,ONLINE,,3.0,3.0,C,23,25,,,,,,,15688,153,20162,Communication for Accounting and Tax Professionals
1521,,ECON,352,,12:00:00,TH,14:30:00,"Nazarian, Fatemeh, Ibrahimi",5291109363.0,ACC303,,4.0,4.0,C,23,30,,,,,,,26051,58,20162,Macroeconomics for Business
1522,,BUAD,307,,12:00:00,MW,14:30:00,"Min, Bora",3706214388.0,ACC303,,4.0,4.0,CD,23,40,,,,,,,14800,58,20162,Marketing Fundamentals
1523,,DSO,595,,,,,"Sharif, Abbass",2249122338.0,OFFICE,,2.0,0.5,C,25,25,,,,"Bayiz, Murat",4969782488.0,,16298,744,20162,Internship in Data Sciences or Operations
1524,,BUAD,495,,,,,"Corporal, Gerald",1760887989.0,ONLINE,,1.0,1.0,C,25,30,,,,,,,15082,133,20162,Practicum in Business Issues (Internship)
1525,,BUAD,304,,09:00:00,MW,11:30:00,"Raj, Medha",8255831875.0,ACC303,,4.0,4.0,CD,25,35,,,,"Tolan, Johanna, Brockelman",6766950972.0,,14717,58,20162,Organizational Behavior and Leadership
1526,,GSBA,561,,08:30:00,MHFSU,16:30:00,"Chen, Baizhu",2777674067.0,SHANGHAI,,9.0,9.0,C,25,45,,,,"De Fond, Mark, Leroy",7967458489.0,,15902,753,20162,Evaluating Market Performance
1527,,GSBA,560,,08:30:00,MHFSU,16:30:00,"Chen, Baizhu",2777674067.0,SHANGHAI,,2.0,2.0,C,25,45,,,,"Nunes, Joseph",4489731109.0,,15897,752,20162,The Perspective of Top Management
1528,,ACCT,571T,,17:00:00,T,18:00:00,"Kling, Gregory",8348094639.0,ONLINE,,3.0,3.0,C,26,38,,,,,,,14253,153,20162,Taxation of Individuals
1529,,ECON,303,,12:00:00,MTW,13:50:00,"Bayrak, Ergin",4297050580.0,KAP148,,4.0,4.0,C,28,31,,,,,,,26082,55,20162,Intermediate Microeconomic Theory
1530,,ECON,351,,15:00:00,TH,17:30:00,"Nazarian, Fatemeh, Ibrahimi",5291109363.0,ACC303,,4.0,4.0,C,29,30,,,,,,,26345,58,20162,Microeconomics for Business
1531,,MKT,530,,13:30:00,TH,16:00:00,"Badame, Diane, Marie",7620734915.0,JKP204,,3.0,3.0,C,30,54,,,,,,,16530,640,20162,New Product Development
1532,,BUAD,425,,09:00:00,TH,11:30:00,"Ansari, Arif",7243588029.0,BRI202A,,2.0,2.0,C,31,34,,,,,,,15052,50,20162,Data Analysis for Decision Making
1533,,BAEP,553,,18:00:00,H,19:30:00,"Mednick, Steven, Brian",2020359532.0,ONLINE,,3.0,3.0,C,31,45,,,,,,,14410,372,20162,Cases in New Venture Management
1534,,MOR,569,,18:00:00,T,22:00:00,"Coombs, Michael, Wallace",3621646320.0,JKP204,,3.0,3.0,C,32,54,,,,,,,16716,33,20162,Negotiation and Deal-Making
1535,,BUAD,495,,,,,"Waldeck, Molly, Mockovak",9308502969.0,ONLINE,,1.0,1.0,C,33,30,,,,,,,15126,378,20162,Practicum in Business Issues (Internship)
1536,,GSBA,534,,18:00:00,H,22:00:00,"Yormark, Jonathan, Seth",7791420388.0,OCC,,3.0,3.0,C,33,50,,,,,,,15761,778,20162,Operations Management
1537,,GSBA,519B,,18:00:00,TH,22:00:00,"Voigt, Carl, W",8225711264.0,OCC,,1.5,1.5,C,33,50,,,,,,,15645,864,20162,Strategic Formulation for Competitive Advantage
1538,,GSBA,581,,18:00:00,T,22:00:00,"Selby, Richard",3550295966.0,OCC,,3.0,3.0,C,33,50,,,,,,,16009,813,20162,Information Management and Analytics
1539,,MKT,525,,18:00:00,M,22:00:00,"Schorr, Dennis",1959247482.0,JKP112,,3.0,3.0,C,33,54,,,,,,,16522,33,20162,Consumer Behavior
1540,,BUAD,495,,,,,"Siemer, Jennifer",1578944030.0,ONLINE,,1.0,1.0,C,34,30,,,,,,,15129,378,20162,Practicum in Business Issues (Internship)
1541,,GSBA,570,,08:30:00,MHFSU,16:30:00,"Chen, Baizhu",2777674067.0,SHANGHAI,,2.0,2.0,C,34,40,,,,"Nunes, Joseph",4489731109.0,,15949,934,20162,The Role of the Senior Executive
1542,,GSBA,571,,08:30:00,MHFSU,16:30:00,"Chen, Baizhu",2777674067.0,SHANGHAI,,9.0,9.0,C,34,40,,,,"Patton, Gregory, Hall",7019055214.0,,15954,755,20162,Environmental Analysis: Establishing Competitive Advantage
1543,,GSBA,564,,08:30:00,MHFSU,16:30:00,"Chen, Baizhu",2777674067.0,SHANGHAI,,2.0,2.0,C,34,40,,,,"Blumenthal, Judith, F",5282542883.0,,15919,754,20162,Functional Strategies and Implementation
1544,,BUAD,497,,15:00:00,MW,17:20:00,"Mische, Michael",5632609573.0,ACC201,,4.0,4.0,C,34,45,,,,,,,15092,58,20162,Strategic Management
1545,,GSBA,595,,,,,,,OFFICE,,1.0,0.5,C,35,40,,,,,,,16098,742,20162,Internship in Business
1546,,FBE,588,,18:00:00,T,22:00:00,"Fields, Kerry",6109971750.0,JKP112,,3.0,3.0,C,37,40,,,,,,,15470,33,20162,Advanced Real Estate Law
1547,,BUAD,311,,12:00:00,MW,14:30:00,"Yormark, Jonathan, Seth",7791420388.0,ACC310,,4.0,4.0,C,37,40,,,,,,,14922,58,20162,Operations Management
1548,,GSBA,519B,,09:00:00,S,17:30:00,"Coombs, Michael, Wallace",3621646320.0,JKP202,,1.5,1.5,C,37,50,,,,,,,15646,582,20162,Strategic Formulation for Competitive Advantage
1549,,GSBA,581,,13:50:00,S,17:30:00,"Selby, Richard",3550295966.0,JKP202,,3.0,3.0,C,37,50,,,,,,,16010,581,20162,Information Management and Analytics
1550,,GSBA,534,,09:00:00,S,12:50:00,"Yormark, Jonathan, Seth",7791420388.0,JKP202,,3.0,3.0,C,37,50,,,,,,,15762,580,20162,Operations Management
1551,,MKT,530,,18:00:00,T,22:00:00,"Badame, Diane, Marie",7620734915.0,JKP110,,3.0,3.0,C,40,54,,,,,,,16528,33,20162,New Product Development
1552,,GSBA,528,,18:00:00,H,22:00:00,"Badame, Diane, Marie",7620734915.0,JKP102,,3.0,3.0,C,41,45,,,,,,,15725,33,20162,Marketing Management
1553,,DSO,520,,09:00:00,S,13:00:00,"Dasgupta, Tathagata",6119232961.0,ONLINE,,3.0,3.0,C,41,48,,,,,,,16222,372,20162,Logistics Management
1554,,DSO,528,,13:30:00,TH,16:00:00,"Ansari, Arif",7243588029.0,JKP104,,3.0,3.0,C,41,54,,,,,,,16272,640,20162,"Data Warehousing, Business Intelligence, and Data Mining"
1555,,GSBA,563B,,08:50:00,FS,16:30:00,"Bhambri, Arvind",7043326967.0,JKP110,,4.0,4.0,C,42,55,,,,"Rajagopalan, Sampath",1816926825.0,,15916,197,20162,Technology and Information Systems Management
1556,,GSBA,564,,08:50:00,FS,16:30:00,"Bhambri, Arvind",7043326967.0,JKP110,,2.0,2.0,C,42,55,,,,"Rajagopalan, Sampath",1816926825.0,,15918,198,20162,Functional Strategies and Implementation
1557,,DSO,510,,18:00:00,W,22:00:00,"Selby, Richard",3550295966.0,JKP112,,3.0,3.0,C,43,45,,,,,,,16302,33,20162,Business Analytics
